ID,CUSTOMER_ID,DATA_USAGE,MINUTE_USAGE,SMS_USAGE,PAYMENT_STATUS
1844,1844,0,0,4965,PAID
1845,1845,1276.43,590,168,UNPAID
1846,1846,6035.45,585,208,UNPAID
1847,1847,2368.31,57,273,PAID
1848,1848,0,0,1138,PAID
1849,1849,0,0,4336,UNPAID
1850,1850,0,0,7792,PAID
1851,1851,16611.54,844,99,PAID
1852,1852,0,0,3782,UNPAID
1853,1853,0,0,4215,PAID
1854,1854,0,0,7295,PAID
1855,1855,8011.69,466,376,LATE
1856,1856,0,0,4552,PAID
1857,1857,0,0,6984,PAID
1858,1858,7633.13,475,128,PAID
1859,1859,16545.68,926,169,PAID
1860,1860,4459.49,632,540,PAID
1861,1861,16714.87,117,105,LATE
1862,1862,10541.16,329,244,PAID
1863,1863,3943.84,930,225,UNPAID
1864,1864,909.73,143,558,PAID
1865,1865,9322.44,191,18,PAID
1866,1866,0,0,2556,PAID
1867,1867,0,0,6461,PAID
1868,1868,9394.55,69,104,UNPAID
1869,1869,16159.91,787,167,LATE
1870,1870,15637.41,960,78,PAID
1871,1871,4131.02,889,17,PAID
1872,1872,258.33,497,116,UNPAID
1873,1873,4280.9,104,747,PAID
1874,1874,5390.78,958,214,PAID
1875,1875,19652.03,434,555,PAID
1876,1876,5832.02,135,172,LATE
1877,1877,0,0,657,UNPAID
1878,1878,2111.96,278,509,PAID
1879,1879,11267.01,972,931,PAID
1880,1880,17037.6,493,240,PAID
1881,1881,0,0,1027,PAID
1882,1882,0,0,9922,UNPAID
1883,1883,0,0,4359,PAID
1884,1884,3243.15,993,894,PAID
1885,1885,0,0,4998,PAID
1886,1886,16258.43,868,21,PAID
1887,1887,15984.99,241,375,PAID
1888,1888,14543.62,399,433,PAID
1889,1889,0,0,6355,PAID
1890,1890,10336.58,919,169,LATE
1891,1891,0,0,9032,PAID
1892,1892,5329.05,735,220,PAID
1893,1893,9853.74,80,526,PAID
1894,1894,6345.82,194,356,UNPAID
1895,1895,8692.48,669,40,LATE
1896,1896,878.69,182,447,PAID
1897,1897,0,0,8381,PAID
1898,1898,14337.96,991,8,PAID
1899,1899,0,0,9579,PAID
1900,1900,0,0,988,PAID
1901,1901,0,0,7706,PAID
1902,1902,0,0,7074,PAID
1903,1903,14537.54,433,41,PAID
1904,1904,0,0,7710,PAID
1905,1905,13351.44,788,572,PAID
1906,1906,2779.78,137,449,PAID
1907,1907,9885.34,667,29,PAID
1908,1908,1159.04,141,322,PAID
1909,1909,0,0,2474,LATE
1910,1910,6712.17,438,217,PAID
1911,1911,8853.57,905,167,UNPAID
1912,1912,1497.34,765,6,PAID
1913,1913,16659.03,383,148,PAID
1914,1914,15940.68,845,827,PAID
1915,1915,8757.94,783,31,PAID
1916,1916,10627.38,272,121,PAID
1917,1917,2338.98,511,85,PAID
1918,1918,0,0,7516,PAID
1919,1919,0,0,4602,PAID
1920,1920,2714.84,625,189,PAID
1921,1921,8945.84,677,816,UNPAID
1922,1922,11847.08,865,666,PAID
1923,1923,13786.66,215,964,LATE
1924,1924,5712.53,287,480,PAID
1925,1925,0,0,3384,PAID
1926,1926,10950.7,54,31,PAID
1927,1927,0,0,2207,PAID
1928,1928,0,0,1025,PAID
1929,1929,6782.6,83,295,PAID
1930,1930,5910.1,948,283,LATE
1931,1931,0,0,8956,PAID
1932,1932,0,0,2032,PAID
1933,1933,0,0,5440,UNPAID
1934,1934,3014.63,226,582,PAID
1935,1935,19034.73,93,605,LATE
1936,1936,12125.75,806,392,PAID
1937,1937,1737.17,231,246,UNPAID
1938,1938,7715.94,506,546,PAID
1939,1939,10459.95,979,145,PAID
1940,1940,0,0,6839,PAID
1941,1941,0,0,1502,PAID
1942,1942,10362.6,886,291,PAID
1943,1943,0,0,9679,UNPAID
1944,1944,19084.99,313,289,UNPAID
1945,1945,0,0,2739,PAID
1946,1946,2323.29,445,403,PAID
1947,1947,10171.99,2,555,PAID
1948,1948,9320.65,471,520,PAID
1949,1949,0,0,6487,PAID
1950,1950,2044.65,98,156,PAID
1951,1951,0,0,5508,LATE
1952,1952,11699.99,269,322,PAID
1953,1953,0,0,4879,PAID
1954,1954,8923.17,706,192,UNPAID
1955,1955,10154.1,380,585,PAID
1956,1956,0,0,1313,PAID
1957,1957,0,0,2471,LATE
1958,1958,816.2,108,2,LATE
1959,1959,799.96,72,144,PAID
1960,1960,1223.22,194,472,PAID
1961,1961,11801.25,95,536,UNPAID
1962,1962,8867.77,64,117,PAID
1963,1963,19630.43,417,414,LATE
1964,1964,524.3,34,32,PAID
1965,1965,4185.64,547,192,PAID
1966,1966,3678.18,340,995,UNPAID
1967,1967,15213.38,201,840,PAID
1968,1968,0,0,1297,PAID
1969,1969,5493.55,70,163,LATE
1970,1970,14237.39,138,758,LATE
1971,1971,0,0,5172,PAID
1972,1972,4164.16,52,130,PAID
1973,1973,14822.89,83,243,PAID
1974,1974,6529.01,335,129,PAID
1975,1975,5976.65,879,370,UNPAID
1976,1976,8332.81,291,242,UNPAID
1977,1977,16473.83,670,243,PAID
1978,1978,2807.88,733,269,PAID
1979,1979,9904.48,352,419,LATE
1980,1980,5834.22,227,420,PAID
1981,1981,2352.19,113,338,PAID
1982,1982,12547.38,639,213,PAID
1983,1983,1522.78,104,178,LATE
1984,1984,517.6,404,508,PAID
1985,1985,18875.88,833,166,PAID
1986,1986,2334.53,548,3,PAID
1987,1987,0,0,4843,PAID
1988,1988,0,0,8161,PAID
1989,1989,6076.22,291,477,PAID
1990,1990,2448.18,811,360,PAID
1991,1991,6566.71,550,4,PAID
1992,1992,0,0,4005,PAID
1993,1993,4808.11,22,299,LATE
1994,1994,19010.32,837,495,UNPAID
1995,1995,7732.36,360,581,PAID
1996,1996,6286.87,993,807,PAID
1997,1997,1717.99,619,183,PAID
1998,1998,10351.76,816,57,PAID
1999,1999,5154.09,369,38,PAID
2000,2000,0,0,321,LATE
2001,2001,0,0,4241,PAID
2002,2002,3216.71,499,456,UNPAID
2003,2003,3466.22,387,779,UNPAID
2004,2004,15807.55,133,220,PAID
2005,2005,6469,123,583,PAID
2006,2006,1079.48,342,446,PAID
2007,2007,0,0,4396,UNPAID
2008,2008,0,0,4824,PAID
2009,2009,3382.43,37,225,PAID
2010,2010,5973.89,428,122,PAID
2011,2011,9388.38,131,571,UNPAID
2012,2012,7606.55,389,154,PAID
2013,2013,0,0,4463,PAID
2014,2014,2697.77,151,167,PAID
2015,2015,0,0,3261,PAID
2016,2016,0,0,1995,UNPAID
2017,2017,0,0,5830,UNPAID
2018,2018,112.85,185,230,PAID
2019,2019,7557.1,45,228,PAID
2020,2020,0,0,8243,UNPAID
2021,2021,0,0,780,UNPAID
2022,2022,4819.15,971,45,LATE
2023,2023,18873.51,408,192,PAID
2024,2024,9760.89,959,140,PAID
2025,2025,10006.45,917,231,PAID
2026,2026,3380.62,157,155,PAID
2027,2027,2513.85,91,54,PAID
2028,2028,0,0,8812,LATE
2029,2029,1536.28,434,533,PAID
2030,2030,0,0,4505,LATE
2031,2031,15474.29,818,89,UNPAID
2032,2032,3445.99,976,58,LATE
2033,2033,7965.25,310,213,LATE
2034,2034,14666.33,534,291,LATE
2035,2035,0,0,4784,PAID
2036,2036,0,0,1370,LATE
2037,2037,2145.28,338,164,PAID
2038,2038,0,0,2564,PAID
2039,2039,0,0,6388,PAID
2040,2040,0,0,6177,PAID
2041,2041,1287.94,790,695,LATE
2042,2042,9362.51,773,837,PAID
2043,2043,0,0,382,UNPAID
2044,2044,0,0,6709,LATE
2045,2045,3106.15,56,180,PAID
2046,2046,0,0,6239,PAID
2047,2047,4188.05,359,442,PAID
2048,2048,0,0,9736,UNPAID
2049,2049,0,0,8092,UNPAID
2050,2050,10378.54,955,131,PAID
2051,2051,0,0,1149,PAID
2052,2052,9259.49,524,969,PAID
2053,2053,6661.18,342,172,UNPAID
2054,2054,1412.14,144,61,PAID
2055,2055,8179.79,581,431,PAID
2056,2056,1655.15,239,78,PAID
2057,2057,13544.87,794,262,PAID
2058,2058,6113.09,217,54,PAID
2059,2059,0,0,4936,PAID
2060,2060,18230.12,731,809,LATE
2061,2061,6408.04,479,21,UNPAID
2062,2062,0,0,8492,PAID
2063,2063,14958.52,930,270,PAID
2064,2064,0,0,3042,UNPAID
2065,2065,0,0,7684,PAID
2066,2066,0,0,5830,PAID
2067,2067,3565.86,408,276,PAID
2068,2068,6262.69,737,196,PAID
2069,2069,5541.82,434,167,PAID
2070,2070,8823.5,769,185,PAID
2071,2071,2609.18,233,508,PAID
2072,2072,4286.74,184,612,PAID
2073,2073,7861.16,151,389,PAID
2074,2074,0,0,4500,LATE
2075,2075,0,0,7791,LATE
2076,2076,10188.95,568,11,PAID
2077,2077,18225.62,766,968,PAID
2078,2078,0,0,3749,PAID
2079,2079,9684.52,947,193,PAID
2080,2080,8048.61,882,195,PAID
2081,2081,11834.48,468,94,PAID
2082,2082,11685.78,775,38,PAID
2083,2083,0,0,339,PAID
2084,2084,12479.03,382,202,PAID
2085,2085,601.84,960,243,PAID
2086,2086,8318.76,26,433,PAID
2087,2087,5268.59,256,92,PAID
2088,2088,428.17,780,553,PAID
2089,2089,1378.33,325,315,PAID
2090,2090,4728.16,756,200,PAID
2091,2091,16566.93,357,130,PAID
2092,2092,15173.52,526,33,PAID
2093,2093,12006.45,249,827,UNPAID
2094,2094,1882.17,213,311,LATE
2095,2095,0,0,1371,LATE
2096,2096,13767.88,875,68,LATE
2097,2097,631.11,817,1,LATE
2098,2098,17801.55,992,712,LATE
2099,2099,18025.12,878,600,UNPAID
2100,2100,16844.36,655,910,PAID
2101,2101,11519.96,190,95,PAID
2102,2102,8423.19,509,68,PAID
2103,2103,15433.03,669,97,PAID
2104,2104,4836.75,550,593,UNPAID
2105,2105,3750.14,95,43,PAID
2106,2106,7447.96,428,547,LATE
2107,2107,3323.35,181,567,PAID
2108,2108,1096.59,223,226,PAID
2109,2109,19349.55,157,231,PAID
2110,2110,0,0,3835,PAID
2111,2111,4396.43,478,131,PAID
2112,2112,0,0,4665,UNPAID
2113,2113,15289.37,675,708,UNPAID
2114,2114,9106.17,285,56,PAID
2115,2115,0,0,734,PAID
2116,2116,0,0,1742,PAID
2117,2117,0,0,5787,PAID
2118,2118,0,0,1530,UNPAID
2119,2119,5160.73,291,303,PAID
2120,2120,4550.05,178,369,PAID
2121,2121,0,0,7110,PAID
2122,2122,8765.35,926,62,UNPAID
2123,2123,15610.29,577,243,PAID
2124,2124,9999.34,209,200,PAID
2125,2125,9445.58,116,580,PAID
2126,2126,0,0,5963,PAID
2127,2127,9797.54,796,1,PAID
2128,2128,0,0,3601,PAID
2129,2129,9994.69,797,641,PAID
2130,2130,0,0,6335,PAID
2131,2131,0,0,8053,PAID
2132,2132,7842.14,581,406,UNPAID
2133,2133,2438.67,530,305,UNPAID
2134,2134,19873.89,143,138,LATE
2135,2135,876.36,264,293,PAID
2136,2136,0,0,135,LATE
2137,2137,2796.33,215,60,LATE
2138,2138,1541.48,301,812,PAID
2139,2139,3255.79,510,245,PAID
2140,2140,14105.43,251,477,PAID
2141,2141,1540.14,71,24,PAID
2142,2142,13051.57,898,96,PAID
2143,2143,12646.26,422,190,LATE
2144,2144,6248.59,347,208,UNPAID
2145,2145,0,0,3724,PAID
2146,2146,0,0,3885,LATE
2147,2147,10722.77,302,42,PAID
2148,2148,18234.55,749,199,PAID
2149,2149,1540.08,597,228,LATE
2150,2150,16679.26,911,669,PAID
2151,2151,6079.89,321,268,UNPAID
2152,2152,3247.7,519,208,PAID
2153,2153,7783.53,461,578,PAID
2154,2154,0,0,2143,PAID
2155,2155,13424.63,187,17,UNPAID
2156,2156,17175.75,308,515,LATE
2157,2157,0,0,4805,PAID
2158,2158,16576.08,327,331,PAID
2159,2159,2565.09,223,174,PAID
2160,2160,0,0,7781,PAID
2161,2161,14943.59,456,523,UNPAID
2162,2162,0,0,2296,PAID
2163,2163,8376.75,145,217,PAID
2164,2164,453.58,521,74,PAID
2165,2165,12930.16,656,796,PAID
2166,2166,0,0,5411,PAID
2167,2167,0,0,4595,UNPAID
2168,2168,1603.79,195,466,UNPAID
2169,2169,2508.08,762,139,PAID
2170,2170,4743.54,104,215,PAID
2171,2171,2407.58,998,224,PAID
2172,2172,6087.83,376,403,PAID
2173,2173,143.28,965,733,PAID
2174,2174,1902.11,320,346,PAID
2175,2175,0,0,3243,PAID
2176,2176,0,0,8603,PAID
2177,2177,0,0,3907,UNPAID
2178,2178,7653.55,588,122,PAID
2179,2179,0,0,4738,PAID
2180,2180,6243.07,652,137,UNPAID
2181,2181,2025.51,591,443,PAID
2182,2182,18735.84,93,480,PAID
2183,2183,0,0,9211,PAID
2184,2184,6511.19,417,531,PAID
2185,2185,0,0,6365,LATE
2186,2186,3244.07,928,373,PAID
2187,2187,1.87,3,337,PAID
2188,2188,3849.73,657,93,PAID
2189,2189,4616.17,279,258,PAID
2190,2190,9405.02,857,219,PAID
2191,2191,7926.24,197,921,PAID
2192,2192,0,0,4211,PAID
2193,2193,0,0,981,UNPAID
2194,2194,4862.73,800,145,UNPAID
2195,2195,0,0,3374,PAID
2196,2196,1533.28,460,722,PAID
2197,2197,8872.75,547,160,LATE
2198,2198,3632.9,646,67,PAID
2199,2199,10407.47,7,132,PAID
2200,2200,17018.16,55,143,PAID
2201,2201,17007.08,504,136,PAID
2202,2202,1665.96,364,68,PAID
2203,2203,0,0,4682,PAID
2204,2204,2108.31,418,580,UNPAID
2205,2205,0,0,2007,PAID
2206,2206,15865.09,678,69,UNPAID
2207,2207,7845.76,100,4,PAID
2208,2208,5475.57,473,175,PAID
2209,2209,15753.91,243,670,LATE
2210,2210,3455.01,492,63,PAID
2211,2211,2272,214,249,UNPAID
2212,2212,355.65,296,483,UNPAID
2213,2213,18888.82,739,246,PAID
2214,2214,13522.12,262,95,UNPAID
2215,2215,82.22,289,17,PAID
2216,2216,15107.01,476,202,LATE
2217,2217,2375.54,143,74,PAID
2218,2218,9757.19,379,476,LATE
2219,2219,16045.21,877,95,PAID
2220,2220,0,0,2159,PAID
2221,2221,530.36,892,500,LATE
2222,2222,4268.62,288,401,PAID
2223,2223,0,0,8427,PAID
2224,2224,9503.02,491,187,LATE
2225,2225,0,0,1591,LATE
2226,2226,11002.98,76,961,PAID
2227,2227,0,0,5795,LATE
2228,2228,10134.87,352,216,PAID
2229,2229,0,0,6582,PAID
2230,2230,0,0,4576,PAID
2231,2231,4214.58,217,584,PAID
2232,2232,13974.31,932,17,PAID
2233,2233,6673.24,2,307,PAID
2234,2234,0,0,1239,PAID
2235,2235,14732.46,129,552,PAID
2236,2236,9239.95,988,177,PAID
2237,2237,14412.44,918,20,UNPAID
2238,2238,0,0,6792,PAID
2239,2239,8214.09,418,186,LATE
2240,2240,9867.87,313,272,PAID
2241,2241,4308.11,18,146,PAID
2242,2242,0,0,596,PAID
2243,2243,7705.86,317,20,PAID
2244,2244,17660.72,670,98,PAID
2245,2245,3012.79,305,249,PAID
2246,2246,8477.41,517,57,PAID
2247,2247,20380.86,998,285,LATE
2248,2248,15390.34,605,43,LATE
2249,2249,5862.24,285,134,LATE
2250,2250,8013.78,129,739,PAID
2251,2251,0,0,6690,UNPAID
2252,2252,17374.92,45,28,PAID
2253,2253,0,0,2968,PAID
2254,2254,0,0,4614,PAID
2255,2255,270.54,107,340,PAID
2256,2256,0,0,8609,PAID
2257,2257,1376.56,474,804,PAID
2258,2258,9203.52,124,652,LATE
2259,2259,7220.28,516,368,LATE
2260,2260,0,0,6023,PAID
2261,2261,0,0,869,PAID
2262,2262,18207.21,326,115,UNPAID
2263,2263,13656.37,905,54,LATE
2264,2264,0,0,5145,PAID
2265,2265,8289.58,743,82,PAID
2266,2266,0,0,4322,PAID
2267,2267,0,0,5396,UNPAID
2268,2268,0,0,3906,PAID
2269,2269,0,0,4011,LATE
2270,2270,14158.35,218,98,PAID
2271,2271,7913.83,406,158,PAID
2272,2272,14040.55,930,969,PAID
2273,2273,5260.62,438,144,LATE
2274,2274,5438.02,404,151,PAID
2275,2275,0,0,146,PAID
2276,2276,19771.27,986,701,PAID
2277,2277,17718.3,205,237,LATE
2278,2278,0,0,2190,PAID
2279,2279,749.68,127,700,PAID
2280,2280,10553.63,211,172,PAID
2281,2281,0,0,7090,PAID
2282,2282,6574.72,401,166,PAID
2283,2283,8150.05,921,117,PAID
2284,2284,5044.81,70,7,PAID
2285,2285,12804.97,61,21,UNPAID
2286,2286,17032.8,314,719,PAID
2287,2287,0,0,9506,PAID
2288,2288,5203.7,671,62,LATE
2289,2289,0,0,9433,PAID
2290,2290,2223.51,292,298,UNPAID
2291,2291,4882.44,557,284,PAID
2292,2292,15724.24,780,551,UNPAID
2293,2293,0,0,6867,PAID
2294,2294,4560.38,13,163,UNPAID
2295,2295,8813.39,2,388,UNPAID
2296,2296,14258.11,32,86,UNPAID
2297,2297,0,0,4042,PAID
2298,2298,994.89,224,496,UNPAID
2299,2299,0,0,7869,PAID
2300,2300,3655.59,449,249,PAID
2301,2301,0,0,936,LATE
2302,2302,99.42,131,100,PAID
2303,2303,5542.74,151,318,PAID
2304,2304,0,0,9147,UNPAID
2305,2305,0,0,9368,UNPAID
2306,2306,8715.22,248,88,PAID
2307,2307,0,0,1522,UNPAID
2308,2308,18132.97,715,160,LATE
2309,2309,5589.59,435,348,PAID
2310,2310,5799.29,572,462,PAID
2311,2311,6661.84,871,183,UNPAID
2312,2312,1521.65,41,569,UNPAID
2313,2313,1464.01,431,267,PAID
2314,2314,17276.28,922,91,PAID
2315,2315,12018.43,373,60,PAID
2316,2316,16302.16,529,678,PAID
2317,2317,7887.18,38,47,PAID
2318,2318,16256.53,99,177,PAID
2319,2319,4543.99,115,368,LATE
2320,2320,0,0,9605,UNPAID
2321,2321,13344.34,228,960,PAID
2322,2322,7772.93,380,473,PAID
2323,2323,8804.2,239,722,PAID
2324,2324,10348.77,345,984,UNPAID
2325,2325,8141.58,754,163,PAID
2326,2326,0,0,1160,PAID
2327,2327,18881.33,696,107,PAID
2328,2328,5656.08,156,143,LATE
2329,2329,0,0,3204,PAID
2330,2330,0,0,6201,PAID
2331,2331,1395.78,277,551,PAID
2332,2332,2713.01,350,126,PAID
2333,2333,16419.5,801,41,PAID
2334,2334,5108.87,235,355,PAID
2335,2335,8652.8,339,373,PAID
2336,2336,3722.4,352,208,LATE
2337,2337,4674.07,470,7,PAID
2338,2338,0,0,8541,PAID
2339,2339,12236.01,109,150,PAID
2340,2340,16232.72,165,97,UNPAID
2341,2341,3107.57,573,106,PAID
2342,2342,0,0,99,PAID
2343,2343,13329.63,765,811,PAID
2344,2344,14409.66,12,102,PAID
2345,2345,9590.01,698,147,UNPAID
2346,2346,9470.58,607,809,PAID
2347,2347,6488.74,362,407,PAID
2348,2348,0,0,2773,LATE
2349,2349,0,0,9241,LATE
2350,2350,2729.74,788,247,PAID
2351,2351,19195.62,905,137,PAID
2352,2352,7554.43,0,168,PAID
2353,2353,2313.28,869,70,PAID
2354,2354,0,0,5052,LATE
2355,2355,9097.26,402,256,PAID
2356,2356,10337.16,819,803,PAID
2357,2357,15535.24,246,657,PAID
2358,2358,8899.99,265,67,PAID
2359,2359,14357.15,797,214,PAID
2360,2360,7880.63,916,468,PAID
2361,2361,755.14,163,477,PAID
2362,2362,2316.22,539,186,LATE
2363,2363,12618.68,661,401,PAID
2364,2364,1670.3,75,139,PAID
2365,2365,0,0,6057,UNPAID
2366,2366,3082.5,488,202,PAID
2367,2367,4424.37,0,144,LATE
2368,2368,3301.49,119,173,PAID
2369,2369,0,0,6635,UNPAID
2370,2370,0,0,4047,UNPAID
2371,2371,0,0,6937,PAID
2372,2372,10193.2,308,378,LATE
2373,2373,3065.18,439,179,UNPAID
2374,2374,5378.11,676,83,PAID
2375,2375,11158.16,975,111,LATE
2376,2376,4597.55,447,186,PAID
2377,2377,8048.68,701,126,PAID
2378,2378,0,0,3523,PAID
2379,2379,11923.23,540,122,PAID
2380,2380,1837.57,314,107,PAID
2381,2381,18316.2,655,94,PAID
2382,2382,7511.49,897,1,PAID
2383,2383,16892.92,714,47,PAID
2384,2384,19501.87,572,187,LATE
2385,2385,3712.94,731,215,PAID
2386,2386,0,0,4373,UNPAID
2387,2387,11681.32,4,59,PAID
2388,2388,0,0,9397,PAID
2389,2389,4193.76,292,411,PAID
2390,2390,13700.94,36,472,LATE
2391,2391,8415.05,387,797,PAID
2392,2392,11256.27,639,159,PAID
2393,2393,19970.92,157,497,PAID
2394,2394,14969.35,42,266,PAID
2395,2395,19206.19,737,37,LATE
2396,2396,2607.78,845,239,UNPAID
2397,2397,0,0,1932,PAID
2398,2398,6489.11,85,257,LATE
2399,2399,0,0,634,LATE
2400,2400,1280.72,639,152,PAID
2401,2401,15072.93,330,936,PAID
2402,2402,7567.44,309,521,LATE
2403,2403,16080.61,772,111,PAID
2404,2404,4533.64,32,447,UNPAID
2405,2405,765,569,65,UNPAID
2406,2406,0,0,2679,PAID
2407,2407,13537.97,847,411,PAID
2408,2408,4291.15,178,384,PAID
2409,2409,14664.57,776,86,LATE
2410,2410,0,0,5686,PAID
2411,2411,17344.24,850,201,UNPAID
2412,2412,5121.39,15,57,PAID
2413,2413,9636.92,75,947,PAID
2414,2414,8172.06,229,225,PAID
2415,2415,629.35,14,32,LATE
2416,2416,17451.97,811,198,PAID
2417,2417,1683.54,309,244,LATE
2418,2418,817.15,423,582,PAID
2419,2419,0,0,406,PAID
2420,2420,20208.74,322,221,LATE
2421,2421,0,0,9747,PAID
2422,2422,12385.16,58,21,PAID
2423,2423,11568.05,105,945,PAID
2424,2424,8494.9,18,27,PAID
2425,2425,20210.04,74,202,PAID
2426,2426,5324.75,338,641,PAID
2427,2427,17077.73,931,215,PAID
2428,2428,14088.46,85,153,LATE
2429,2429,2719.57,893,233,PAID
2430,2430,9091.63,586,653,LATE
2431,2431,19470.43,326,878,PAID
2432,2432,1634.45,254,139,PAID
2433,2433,4759.84,577,494,PAID
2434,2434,10614.28,868,900,PAID
2435,2435,4211.51,295,196,PAID
2436,2436,0,0,3179,PAID
2437,2437,2228.56,405,98,LATE
2438,2438,0,0,5264,LATE
2439,2439,6877.71,56,188,PAID
2440,2440,0,0,1481,PAID
2441,2441,7642.57,812,159,PAID
2442,2442,8948.96,231,104,LATE
2443,2443,0,0,1660,PAID
2444,2444,14905.14,411,964,PAID
2445,2445,8191.34,145,261,UNPAID
2446,2446,5617.69,27,432,PAID
2447,2447,602.48,252,321,PAID
2448,2448,1301.19,337,142,PAID
2449,2449,256.85,309,124,LATE
2450,2450,11160.83,887,993,LATE
2451,2451,0,0,8323,LATE
2452,2452,0,0,3825,PAID
2453,2453,13545.78,742,7,UNPAID
2454,2454,13917.88,995,10,PAID
2455,2455,0,0,5889,PAID
2456,2456,729.27,511,193,PAID
2457,2457,16.2,682,1,PAID
2458,2458,1039.03,408,21,UNPAID
2459,2459,2272.74,24,133,LATE
2460,2460,4657.85,512,429,PAID
2461,2461,0,0,3367,UNPAID
2462,2462,8697.9,509,90,PAID
2463,2463,1364.23,154,330,UNPAID
2464,2464,7703.95,273,321,UNPAID
2465,2465,8189.15,262,216,PAID
2466,2466,4267.43,584,166,PAID
2467,2467,0,0,9019,PAID
2468,2468,1461.56,48,215,PAID
2469,2469,17427.34,224,947,PAID
2470,2470,6570.65,341,210,PAID
2471,2471,468.77,392,277,PAID
2472,2472,10575.48,159,77,PAID
2473,2473,13887.97,155,76,PAID
2474,2474,0,0,4872,PAID
2475,2475,4749.72,113,440,PAID
2476,2476,9542.13,220,230,PAID
2477,2477,10214.12,599,298,PAID
2478,2478,18522.13,533,99,PAID
2479,2479,4852.69,150,588,PAID
2480,2480,0,0,7735,PAID
2481,2481,18895.63,384,605,PAID
2482,2482,63.25,220,432,UNPAID
2483,2483,16316.86,405,154,PAID
2484,2484,5711.88,462,36,PAID
2485,2485,58.72,306,310,PAID
2486,2486,0,0,5343,PAID
2487,2487,5932.26,109,526,UNPAID
2488,2488,0,0,1844,PAID
2489,2489,19272.67,375,657,LATE
2490,2490,0,0,5841,LATE
2491,2491,17441.36,284,158,PAID
2492,2492,5916.65,251,267,PAID
2493,2493,1297.27,140,550,PAID
2494,2494,0,0,2871,LATE
2495,2495,8094.74,277,237,PAID
2496,2496,3127,474,253,PAID
2497,2497,6699,331,20,PAID
2498,2498,16655.25,138,225,PAID
2499,2499,15644.52,527,532,PAID
2500,2500,0,0,8895,PAID
2501,2501,9569.01,89,90,PAID
2502,2502,0,0,5155,PAID
2503,2503,6014.19,832,219,PAID
2504,2504,17888.47,651,95,PAID
2505,2505,6992.25,126,75,LATE
2506,2506,11660.05,431,191,UNPAID
2507,2507,18397.04,355,245,PAID
2508,2508,19109.7,850,632,PAID
2509,2509,9599.31,640,96,UNPAID
2510,2510,0,0,2633,UNPAID
2511,2511,7916.06,463,4,PAID
2512,2512,6587.49,615,61,UNPAID
2513,2513,0,0,8456,PAID
2514,2514,4982.2,81,311,PAID
2515,2515,0,0,7765,PAID
2516,2516,0,0,3915,PAID
2517,2517,8167.01,854,77,PAID
2518,2518,16276.35,152,639,PAID
2519,2519,19893.68,711,294,PAID
2520,2520,16937.11,861,94,PAID
2521,2521,115.88,366,112,PAID
2522,2522,0,0,4947,LATE
2523,2523,19398.52,451,780,PAID
2524,2524,1478.76,225,179,PAID
2525,2525,16506.56,800,129,PAID
2526,2526,16398.48,466,156,PAID
2527,2527,10168.43,364,328,PAID
2528,2528,14264.62,721,13,PAID
2529,2529,12173.72,13,3,PAID
2530,2530,18788.46,407,695,LATE
2531,2531,17073.45,263,187,PAID
2532,2532,5349.3,344,185,PAID
2533,2533,9830.73,630,30,PAID
2534,2534,0,0,158,UNPAID
2535,2535,0,0,7059,PAID
2536,2536,0,0,1389,PAID
2537,2537,18043.63,231,41,PAID
2538,2538,2530.85,77,291,LATE
2539,2539,14131.25,712,87,PAID
2540,2540,0,0,3934,PAID
2541,2541,19338.24,3,168,PAID
2542,2542,0,0,620,PAID
2543,2543,3887.84,295,255,PAID
2544,2544,12802.05,968,987,LATE
2545,2545,4766.77,589,493,PAID
2546,2546,0,0,9040,PAID
2547,2547,10197.66,412,0,PAID
2548,2548,7709.15,137,9,PAID
2549,2549,1014.13,773,37,PAID
2550,2550,19764.66,283,15,PAID
2551,2551,5127.61,626,773,PAID
2552,2552,8110.14,301,548,PAID
2553,2553,581.75,564,272,PAID
2554,2554,14255.5,63,965,PAID
2555,2555,15638.03,809,161,PAID
2556,2556,5634.12,951,246,LATE
2557,2557,4614.14,516,232,PAID
2558,2558,14140.61,739,862,UNPAID
2559,2559,3191.25,336,231,PAID
2560,2560,9149.74,264,409,PAID
2561,2561,0,0,5805,UNPAID
2562,2562,5869.94,272,329,PAID
2563,2563,8132.7,586,512,LATE
2564,2564,7245.79,118,239,LATE
2565,2565,8886.38,162,381,PAID
2566,2566,0,0,96,PAID
2567,2567,10281.35,566,229,PAID
2568,2568,5417.16,838,10,PAID
2569,2569,15738.34,441,181,PAID
2570,2570,0,0,3345,PAID
2571,2571,9332.11,44,405,PAID
2572,2572,3596.94,349,100,PAID
2573,2573,11354.7,188,10,PAID
2574,2574,6068.18,501,584,PAID
2575,2575,14817.8,670,27,PAID
2576,2576,10978.57,868,87,LATE
2577,2577,6060,226,84,UNPAID
2578,2578,0,0,8807,PAID
2579,2579,0,0,7574,PAID
2580,2580,0,0,5205,PAID
2581,2581,2745.64,228,109,PAID
2582,2582,8815.72,524,353,PAID
2583,2583,808.35,394,443,LATE
2584,2584,6630.72,512,80,LATE
2585,2585,17925.6,66,467,PAID
2586,2586,0,0,3871,PAID
2587,2587,19692.56,552,192,PAID
2588,2588,4387.92,915,58,PAID
2589,2589,10737.42,736,939,UNPAID
2590,2590,5113.94,466,149,PAID
